task_id,stem,symbol,timeframe,candidate_time,candidate_index,window_start,window_end,window_bars,source,source_score,v10_conf,v10_prebox_visible,split_hint,holdout_safe,image_rel,label_rel
16,ETH_USDT_SWAP_3m_20260314T1700Z_random_0016,ETH_USDT_SWAP,3m,2026-03-14T17:00:00+00:00,575,2026-03-14T07:03:00+00:00,2026-03-14T17:00:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260314T1700Z_random_0016.png,labels/ETH_USDT_SWAP_3m_20260314T1700Z_random_0016.txt
17,ETH_USDT_SWAP_3m_20260314T1730Z_random_fill_0017,ETH_USDT_SWAP,3m,2026-03-14T17:30:00+00:00,585,2026-03-14T07:33:00+00:00,2026-03-14T17:30:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260314T1730Z_random_fill_0017.png,labels/ETH_USDT_SWAP_3m_20260314T1730Z_random_fill_0017.txt
18,ETH_USDT_SWAP_3m_20260314T1800Z_numeric_0018,ETH_USDT_SWAP,3m,2026-03-14T18:00:00+00:00,595,2026-03-14T08:03:00+00:00,2026-03-14T18:00:00+00:00,200,numeric,68.59717045231241,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260314T1800Z_numeric_0018.png,labels/ETH_USDT_SWAP_3m_20260314T1800Z_numeric_0018.txt
19,ETH_USDT_SWAP_3m_20260314T1954Z_random_0019,ETH_USDT_SWAP,3m,2026-03-14T19:54:00+00:00,633,2026-03-14T09:57:00+00:00,2026-03-14T19:54:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260314T1954Z_random_0019.png,labels/ETH_USDT_SWAP_3m_20260314T1954Z_random_0019.txt
20,ETH_USDT_SWAP_3m_20260314T2103Z_random_fill_0020,ETH_USDT_SWAP,3m,2026-03-14T21:03:00+00:00,656,2026-03-14T11:06:00+00:00,2026-03-14T21:03:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260314T2103Z_random_fill_0020.png,labels/ETH_USDT_SWAP_3m_20260314T2103Z_random_fill_0020.txt
21,ETH_USDT_SWAP_3m_20260314T2230Z_random_0021,ETH_USDT_SWAP,3m,2026-03-14T22:30:00+00:00,685,2026-03-14T12:33:00+00:00,2026-03-14T22:30:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260314T2230Z_random_0021.png,labels/ETH_USDT_SWAP_3m_20260314T2230Z_random_0021.txt
22,ETH_USDT_SWAP_3m_20260314T2318Z_v10_0022,ETH_USDT_SWAP,3m,2026-03-14T23:18:00+00:00,701,2026-03-14T13:21:00+00:00,2026-03-14T23:18:00+00:00,200,v10,0.06334088742733002,0.06334088742733002,True,internal_accept,True,images/ETH_USDT_SWAP_3m_20260314T2318Z_v10_0022.png,labels/ETH_USDT_SWAP_3m_20260314T2318Z_v10_0022.txt
23,ETH_USDT_SWAP_3m_20260314T2348Z_random_0023,ETH_USDT_SWAP,3m,2026-03-14T23:48:00+00:00,711,2026-03-14T13:51:00+00:00,2026-03-14T23:48:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260314T2348Z_random_0023.png,labels/ETH_USDT_SWAP_3m_20260314T2348Z_random_0023.txt
24,ETH_USDT_SWAP_3m_20260315T0103Z_numeric_0024,ETH_USDT_SWAP,3m,2026-03-15T01:03:00+00:00,736,2026-03-14T15:06:00+00:00,2026-03-15T01:03:00+00:00,200,numeric,44.129224416396454,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260315T0103Z_numeric_0024.png,labels/ETH_USDT_SWAP_3m_20260315T0103Z_numeric_0024.txt
25,ETH_USDT_SWAP_3m_20260315T0157Z_numeric_0025,ETH_USDT_SWAP,3m,2026-03-15T01:57:00+00:00,754,2026-03-14T16:00:00+00:00,2026-03-15T01:57:00+00:00,200,numeric,62.14257218154606,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260315T0157Z_numeric_0025.png,labels/ETH_USDT_SWAP_3m_20260315T0157Z_numeric_0025.txt
26,ETH_USDT_SWAP_3m_20260315T0342Z_random_0026,ETH_USDT_SWAP,3m,2026-03-15T03:42:00+00:00,789,2026-03-14T17:45:00+00:00,2026-03-15T03:42:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260315T0342Z_random_0026.png,labels/ETH_USDT_SWAP_3m_20260315T0342Z_random_0026.txt
27,ETH_USDT_SWAP_3m_20260315T0612Z_random_fill_0027,ETH_USDT_SWAP,3m,2026-03-15T06:12:00+00:00,839,2026-03-14T20:15:00+00:00,2026-03-15T06:12:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260315T0612Z_random_fill_0027.png,labels/ETH_USDT_SWAP_3m_20260315T0612Z_random_fill_0027.txt
28,ETH_USDT_SWAP_3m_20260315T0700Z_random_0028,ETH_USDT_SWAP,3m,2026-03-15T07:00:00+00:00,855,2026-03-14T21:03:00+00:00,2026-03-15T07:00:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260315T0700Z_random_0028.png,labels/ETH_USDT_SWAP_3m_20260315T0700Z_random_0028.txt
29,ETH_USDT_SWAP_3m_20260315T0803Z_numeric_0029,ETH_USDT_SWAP,3m,2026-03-15T08:03:00+00:00,876,2026-03-14T22:06:00+00:00,2026-03-15T08:03:00+00:00,200,numeric,39.18488728990714,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260315T0803Z_numeric_0029.png,labels/ETH_USDT_SWAP_3m_20260315T0803Z_numeric_0029.txt
30,ETH_USDT_SWAP_3m_20260315T1057Z_downside_0030,ETH_USDT_SWAP,3m,2026-03-15T10:57:00+00:00,934,2026-03-15T01:00:00+00:00,2026-03-15T10:57:00+00:00,200,downside,1.9198701774867635,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260315T1057Z_downside_0030.png,labels/ETH_USDT_SWAP_3m_20260315T1057Z_downside_0030.txt
31,ETH_USDT_SWAP_3m_20260315T1157Z_downside_0031,ETH_USDT_SWAP,3m,2026-03-15T11:57:00+00:00,954,2026-03-15T02:00:00+00:00,2026-03-15T11:57:00+00:00,200,downside,2.072960404216251,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260315T1157Z_downside_0031.png,labels/ETH_USDT_SWAP_3m_20260315T1157Z_downside_0031.txt
32,ETH_USDT_SWAP_3m_20260315T1239Z_numeric_0032,ETH_USDT_SWAP,3m,2026-03-15T12:39:00+00:00,968,2026-03-15T02:42:00+00:00,2026-03-15T12:39:00+00:00,200,numeric,44.525789411317696,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260315T1239Z_numeric_0032.png,labels/ETH_USDT_SWAP_3m_20260315T1239Z_numeric_0032.txt
33,ETH_USDT_SWAP_3m_20260315T1618Z_numeric_0033,ETH_USDT_SWAP,3m,2026-03-15T16:18:00+00:00,1041,2026-03-15T06:21:00+00:00,2026-03-15T16:18:00+00:00,200,numeric,36.74805520247325,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260315T1618Z_numeric_0033.png,labels/ETH_USDT_SWAP_3m_20260315T1618Z_numeric_0033.txt
34,ETH_USDT_SWAP_3m_20260315T1757Z_random_fill_0034,ETH_USDT_SWAP,3m,2026-03-15T17:57:00+00:00,1074,2026-03-15T08:00:00+00:00,2026-03-15T17:57:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260315T1757Z_random_fill_0034.png,labels/ETH_USDT_SWAP_3m_20260315T1757Z_random_fill_0034.txt
35,ETH_USDT_SWAP_3m_20260315T1827Z_random_fill_0035,ETH_USDT_SWAP,3m,2026-03-15T18:27:00+00:00,1084,2026-03-15T08:30:00+00:00,2026-03-15T18:27:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260315T1827Z_random_fill_0035.png,labels/ETH_USDT_SWAP_3m_20260315T1827Z_random_fill_0035.txt
36,ETH_USDT_SWAP_3m_20260315T1924Z_random_fill_0036,ETH_USDT_SWAP,3m,2026-03-15T19:24:00+00:00,1103,2026-03-15T09:27:00+00:00,2026-03-15T19:24:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260315T1924Z_random_fill_0036.png,labels/ETH_USDT_SWAP_3m_20260315T1924Z_random_fill_0036.txt
37,ETH_USDT_SWAP_3m_20260315T2000Z_random_fill_0037,ETH_USDT_SWAP,3m,2026-03-15T20:00:00+00:00,1115,2026-03-15T10:03:00+00:00,2026-03-15T20:00:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260315T2000Z_random_fill_0037.png,labels/ETH_USDT_SWAP_3m_20260315T2000Z_random_fill_0037.txt
38,ETH_USDT_SWAP_3m_20260315T2230Z_random_fill_0038,ETH_USDT_SWAP,3m,2026-03-15T22:30:00+00:00,1165,2026-03-15T12:33:00+00:00,2026-03-15T22:30:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260315T2230Z_random_fill_0038.png,labels/ETH_USDT_SWAP_3m_20260315T2230Z_random_fill_0038.txt
39,ETH_USDT_SWAP_3m_20260316T0157Z_random_0039,ETH_USDT_SWAP,3m,2026-03-16T01:57:00+00:00,1234,2026-03-15T16:00:00+00:00,2026-03-16T01:57:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260316T0157Z_random_0039.png,labels/ETH_USDT_SWAP_3m_20260316T0157Z_random_0039.txt
40,ETH_USDT_SWAP_3m_20260316T0339Z_random_fill_0040,ETH_USDT_SWAP,3m,2026-03-16T03:39:00+00:00,1268,2026-03-15T17:42:00+00:00,2026-03-16T03:39:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260316T0339Z_random_fill_0040.png,labels/ETH_USDT_SWAP_3m_20260316T0339Z_random_fill_0040.txt
41,ETH_USDT_SWAP_3m_20260316T0712Z_random_fill_0041,ETH_USDT_SWAP,3m,2026-03-16T07:12:00+00:00,1339,2026-03-15T21:15:00+00:00,2026-03-16T07:12:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260316T0712Z_random_fill_0041.png,labels/ETH_USDT_SWAP_3m_20260316T0712Z_random_fill_0041.txt
42,ETH_USDT_SWAP_3m_20260316T1427Z_random_0042,ETH_USDT_SWAP,3m,2026-03-16T14:27:00+00:00,1484,2026-03-16T04:30:00+00:00,2026-03-16T14:27:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260316T1427Z_random_0042.png,labels/ETH_USDT_SWAP_3m_20260316T1427Z_random_0042.txt
43,ETH_USDT_SWAP_3m_20260316T1633Z_random_fill_0043,ETH_USDT_SWAP,3m,2026-03-16T16:33:00+00:00,1526,2026-03-16T06:36:00+00:00,2026-03-16T16:33:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260316T1633Z_random_fill_0043.png,labels/ETH_USDT_SWAP_3m_20260316T1633Z_random_fill_0043.txt
44,ETH_USDT_SWAP_3m_20260316T1718Z_random_0044,ETH_USDT_SWAP,3m,2026-03-16T17:18:00+00:00,1541,2026-03-16T07:21:00+00:00,2026-03-16T17:18:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260316T1718Z_random_0044.png,labels/ETH_USDT_SWAP_3m_20260316T1718Z_random_0044.txt
45,ETH_USDT_SWAP_3m_20260316T2345Z_random_0045,ETH_USDT_SWAP,3m,2026-03-16T23:45:00+00:00,1670,2026-03-16T13:48:00+00:00,2026-03-16T23:45:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260316T2345Z_random_0045.png,labels/ETH_USDT_SWAP_3m_20260316T2345Z_random_0045.txt
46,ETH_USDT_SWAP_3m_20260317T0251Z_downside_0046,ETH_USDT_SWAP,3m,2026-03-17T02:51:00+00:00,1732,2026-03-16T16:54:00+00:00,2026-03-17T02:51:00+00:00,200,downside,1.1276152614063786,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260317T0251Z_downside_0046.png,labels/ETH_USDT_SWAP_3m_20260317T0251Z_downside_0046.txt
47,ETH_USDT_SWAP_3m_20260317T0339Z_v10_0047,ETH_USDT_SWAP,3m,2026-03-17T03:39:00+00:00,1748,2026-03-16T17:42:00+00:00,2026-03-17T03:39:00+00:00,200,v10,0.8640414476394653,0.8640414476394653,True,internal_accept,True,images/ETH_USDT_SWAP_3m_20260317T0339Z_v10_0047.png,labels/ETH_USDT_SWAP_3m_20260317T0339Z_v10_0047.txt
48,ETH_USDT_SWAP_3m_20260317T0554Z_random_fill_0048,ETH_USDT_SWAP,3m,2026-03-17T05:54:00+00:00,1793,2026-03-16T19:57:00+00:00,2026-03-17T05:54:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260317T0554Z_random_fill_0048.png,labels/ETH_USDT_SWAP_3m_20260317T0554Z_random_fill_0048.txt
49,ETH_USDT_SWAP_3m_20260317T0630Z_random_0049,ETH_USDT_SWAP,3m,2026-03-17T06:30:00+00:00,1805,2026-03-16T20:33:00+00:00,2026-03-17T06:30:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260317T0630Z_random_0049.png,labels/ETH_USDT_SWAP_3m_20260317T0630Z_random_0049.txt
50,ETH_USDT_SWAP_3m_20260317T0842Z_random_0050,ETH_USDT_SWAP,3m,2026-03-17T08:42:00+00:00,1849,2026-03-16T22:45:00+00:00,2026-03-17T08:42:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260317T0842Z_random_0050.png,labels/ETH_USDT_SWAP_3m_20260317T0842Z_random_0050.txt
51,ETH_USDT_SWAP_3m_20260317T1157Z_random_fill_0051,ETH_USDT_SWAP,3m,2026-03-17T11:57:00+00:00,1914,2026-03-17T02:00:00+00:00,2026-03-17T11:57:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260317T1157Z_random_fill_0051.png,labels/ETH_USDT_SWAP_3m_20260317T1157Z_random_fill_0051.txt
52,ETH_USDT_SWAP_3m_20260317T1245Z_numeric_0052,ETH_USDT_SWAP,3m,2026-03-17T12:45:00+00:00,1930,2026-03-17T02:48:00+00:00,2026-03-17T12:45:00+00:00,200,numeric,58.50209031930629,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260317T1245Z_numeric_0052.png,labels/ETH_USDT_SWAP_3m_20260317T1245Z_numeric_0052.txt
53,ETH_USDT_SWAP_3m_20260317T1336Z_random_fill_0053,ETH_USDT_SWAP,3m,2026-03-17T13:36:00+00:00,1947,2026-03-17T03:39:00+00:00,2026-03-17T13:36:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260317T1336Z_random_fill_0053.png,labels/ETH_USDT_SWAP_3m_20260317T1336Z_random_fill_0053.txt
54,ETH_USDT_SWAP_3m_20260317T1618Z_numeric_0054,ETH_USDT_SWAP,3m,2026-03-17T16:18:00+00:00,2001,2026-03-17T06:21:00+00:00,2026-03-17T16:18:00+00:00,200,numeric,44.607156481281386,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260317T1618Z_numeric_0054.png,labels/ETH_USDT_SWAP_3m_20260317T1618Z_numeric_0054.txt
55,ETH_USDT_SWAP_3m_20260317T1945Z_v10_0055,ETH_USDT_SWAP,3m,2026-03-17T19:45:00+00:00,2070,2026-03-17T09:48:00+00:00,2026-03-17T19:45:00+00:00,200,v10,0.12856191396713257,0.12856191396713257,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260317T1945Z_v10_0055.png,labels/ETH_USDT_SWAP_3m_20260317T1945Z_v10_0055.txt
56,ETH_USDT_SWAP_3m_20260317T2203Z_downside_0056,ETH_USDT_SWAP,3m,2026-03-17T22:03:00+00:00,2116,2026-03-17T12:06:00+00:00,2026-03-17T22:03:00+00:00,200,downside,1.050593740619173,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260317T2203Z_downside_0056.png,labels/ETH_USDT_SWAP_3m_20260317T2203Z_downside_0056.txt
57,ETH_USDT_SWAP_3m_20260317T2321Z_numeric_0057,ETH_USDT_SWAP,3m,2026-03-17T23:21:00+00:00,2142,2026-03-17T13:24:00+00:00,2026-03-17T23:21:00+00:00,200,numeric,77.78305296052335,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260317T2321Z_numeric_0057.png,labels/ETH_USDT_SWAP_3m_20260317T2321Z_numeric_0057.txt
58,ETH_USDT_SWAP_3m_20260318T0009Z_random_0058,ETH_USDT_SWAP,3m,2026-03-18T00:09:00+00:00,2158,2026-03-17T14:12:00+00:00,2026-03-18T00:09:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260318T0009Z_random_0058.png,labels/ETH_USDT_SWAP_3m_20260318T0009Z_random_0058.txt
59,ETH_USDT_SWAP_3m_20260318T0142Z_random_0059,ETH_USDT_SWAP,3m,2026-03-18T01:42:00+00:00,2189,2026-03-17T15:45:00+00:00,2026-03-18T01:42:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260318T0142Z_random_0059.png,labels/ETH_USDT_SWAP_3m_20260318T0142Z_random_0059.txt
60,ETH_USDT_SWAP_3m_20260318T0333Z_downside_0060,ETH_USDT_SWAP,3m,2026-03-18T03:33:00+00:00,2226,2026-03-17T17:36:00+00:00,2026-03-18T03:33:00+00:00,200,downside,0.9777023463871871,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260318T0333Z_downside_0060.png,labels/ETH_USDT_SWAP_3m_20260318T0333Z_downside_0060.txt
61,ETH_USDT_SWAP_3m_20260318T0521Z_v10_0061,ETH_USDT_SWAP,3m,2026-03-18T05:21:00+00:00,2262,2026-03-17T19:24:00+00:00,2026-03-18T05:21:00+00:00,200,v10,0.06549421697854996,0.06549421697854996,True,internal_accept,True,images/ETH_USDT_SWAP_3m_20260318T0521Z_v10_0061.png,labels/ETH_USDT_SWAP_3m_20260318T0521Z_v10_0061.txt
62,ETH_USDT_SWAP_3m_20260318T0657Z_numeric_0062,ETH_USDT_SWAP,3m,2026-03-18T06:57:00+00:00,2294,2026-03-17T21:00:00+00:00,2026-03-18T06:57:00+00:00,200,numeric,58.38929494391074,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260318T0657Z_numeric_0062.png,labels/ETH_USDT_SWAP_3m_20260318T0657Z_numeric_0062.txt
63,ETH_USDT_SWAP_3m_20260318T0739Z_random_fill_0063,ETH_USDT_SWAP,3m,2026-03-18T07:39:00+00:00,2308,2026-03-17T21:42:00+00:00,2026-03-18T07:39:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260318T0739Z_random_fill_0063.png,labels/ETH_USDT_SWAP_3m_20260318T0739Z_random_fill_0063.txt
64,ETH_USDT_SWAP_3m_20260318T0924Z_downside_0064,ETH_USDT_SWAP,3m,2026-03-18T09:24:00+00:00,2343,2026-03-17T23:27:00+00:00,2026-03-18T09:24:00+00:00,200,downside,2.9309087090327686,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260318T0924Z_downside_0064.png,labels/ETH_USDT_SWAP_3m_20260318T0924Z_downside_0064.txt
65,ETH_USDT_SWAP_3m_20260318T1024Z_downside_0065,ETH_USDT_SWAP,3m,2026-03-18T10:24:00+00:00,2363,2026-03-18T00:27:00+00:00,2026-03-18T10:24:00+00:00,200,downside,4.392388070195284,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260318T1024Z_downside_0065.png,labels/ETH_USDT_SWAP_3m_20260318T1024Z_downside_0065.txt
66,ETH_USDT_SWAP_3m_20260318T1103Z_v10_0066,ETH_USDT_SWAP,3m,2026-03-18T11:03:00+00:00,2376,2026-03-18T01:06:00+00:00,2026-03-18T11:03:00+00:00,200,v10,0.5879525542259216,0.5879525542259216,True,internal_accept,True,images/ETH_USDT_SWAP_3m_20260318T1103Z_v10_0066.png,labels/ETH_USDT_SWAP_3m_20260318T1103Z_v10_0066.txt
67,ETH_USDT_SWAP_3m_20260318T1227Z_downside_0067,ETH_USDT_SWAP,3m,2026-03-18T12:27:00+00:00,2404,2026-03-18T02:30:00+00:00,2026-03-18T12:27:00+00:00,200,downside,1.526647949084462,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260318T1227Z_downside_0067.png,labels/ETH_USDT_SWAP_3m_20260318T1227Z_downside_0067.txt
68,ETH_USDT_SWAP_3m_20260318T1327Z_downside_0068,ETH_USDT_SWAP,3m,2026-03-18T13:27:00+00:00,2424,2026-03-18T03:30:00+00:00,2026-03-18T13:27:00+00:00,200,downside,1.1737164501153439,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260318T1327Z_downside_0068.png,labels/ETH_USDT_SWAP_3m_20260318T1327Z_downside_0068.txt
69,ETH_USDT_SWAP_3m_20260318T1515Z_random_0069,ETH_USDT_SWAP,3m,2026-03-18T15:15:00+00:00,2460,2026-03-18T05:18:00+00:00,2026-03-18T15:15:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260318T1515Z_random_0069.png,labels/ETH_USDT_SWAP_3m_20260318T1515Z_random_0069.txt
